Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2000","2000","1000 USD","181796","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2000","2000","1000 USD","52276","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2001","2001","1000 USD","170423","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2001","2001","1000 USD","36587","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2002","2002","1000 USD","174679","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2002","2002","1000 USD","40494","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2003","2003","1000 USD","233876","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2003","2003","1000 USD","32652","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2004","2004","1000 USD","320050","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2004","2004","1000 USD","52546","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2005","2005","1000 USD","295802","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2005","2005","1000 USD","54880","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2006","2006","1000 USD","307959","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2006","2006","1000 USD","54160","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2007","2007","1000 USD","400033","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2007","2007","1000 USD","94634","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2008","2008","1000 USD","565721","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2008","2008","1000 USD","73493","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2009","2009","1000 USD","702153","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2009","2009","1000 USD","101684","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2010","2010","1000 USD","908957","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2010","2010","1000 USD","92667","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2011","2011","1000 USD","766621","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2011","2011","1000 USD","89140","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2012","2012","1000 USD","583852","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2012","2012","1000 USD","83842","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2013","2013","1000 USD","743864","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2013","2013","1000 USD","127678","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2014","2014","1000 USD","874432","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2014","2014","1000 USD","433145","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2015","2015","1000 USD","724375","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2015","2015","1000 USD","447180","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2016","2016","1000 USD","659781","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2016","2016","1000 USD","343160","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2017","2017","1000 USD","742330","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2017","2017","1000 USD","527009","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2018","2018","1000 USD","727870","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2018","2018","1000 USD","468863","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2019","2019","1000 USD","726793","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2019","2019","1000 USD","158556","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2020","2020","1000 USD","969889","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2020","2020","1000 USD","113453","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2021","2021","1000 USD","819581","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2021","2021","1000 USD","118127","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2022","2022","1000 USD","1195886","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2022","2022","1000 USD","139599","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2023","2023","1000 USD","1057811","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2023","2023","1000 USD","108219","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1659","Wood and paper products (export/import)","2024","2024","1000 USD","765394","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1659","Wood and paper products (export/import)","2024","2024","1000 USD","120166","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1961","1961","1000 USD","5340","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1961","1961","1000 USD","21699","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1962","1962","1000 USD","7026","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1962","1962","1000 USD","19516","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1963","1963","1000 USD","7234","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1963","1963","1000 USD","21775","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1964","1964","1000 USD","8308","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1964","1964","1000 USD","25247","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1965","1965","1000 USD","12767","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1965","1965","1000 USD","21307","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1966","1966","1000 USD","12167","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1966","1966","1000 USD","19219","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1967","1967","1000 USD","11513","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1967","1967","1000 USD","12140","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1968","1968","1000 USD","12049","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1968","1968","1000 USD","12089","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1969","1969","1000 USD","15970","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1969","1969","1000 USD","13312","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1970","1970","1000 USD","27331","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1970","1970","1000 USD","11292","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1971","1971","1000 USD","33820","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1971","1971","1000 USD","9827","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1972","1972","1000 USD","30389","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1972","1972","1000 USD","10481","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1973","1973","1000 USD","48920","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1973","1973","1000 USD","21082","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1974","1974","1000 USD","86181","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1974","1974","1000 USD","22370","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1975","1975","1000 USD","121091","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1975","1975","1000 USD","8588","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1976","1976","1000 USD","172095","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1976","1976","1000 USD","2177","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1977","1977","1000 USD","196518","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1977","1977","1000 USD","707","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1978","1978","1000 USD","224708","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1978","1978","1000 USD","896","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1979","1979","1000 USD","205442","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1979","1979","1000 USD","960","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1980","1980","1000 USD","250435","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1980","1980","1000 USD","1020","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1981","1981","1000 USD","428532","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1981","1981","1000 USD","2223","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1982","1982","1000 USD","290132","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1982","1982","1000 USD","8307","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1983","1983","1000 USD","277219","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1983","1983","1000 USD","5400","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1984","1984","1000 USD","159983","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1984","1984","1000 USD","6181","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1985","1985","1000 USD","151473","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1985","1985","1000 USD","6091","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1986","1986","1000 USD","92946","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1986","1986","1000 USD","6091","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1987","1987","1000 USD","36883","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1987","1987","1000 USD","1680","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1988","1988","1000 USD","115811","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1988","1988","1000 USD","5496","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1989","1989","1000 USD","69545","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1989","1989","1000 USD","3761","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1990","1990","1000 USD","95360","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1990","1990","1000 USD","11224","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1991","1991","1000 USD","95360","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1991","1991","1000 USD","16655","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1992","1992","1000 USD","87685","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1992","1992","1000 USD","17794","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1993","1993","1000 USD","77112","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1993","1993","1000 USD","19908","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1994","1994","1000 USD","82852","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1994","1994","1000 USD","24085","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1995","1995","1000 USD","52383","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1995","1995","1000 USD","12120","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1996","1996","1000 USD","47733","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1996","1996","1000 USD","16707","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1997","1997","1000 USD","83767","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1997","1997","1000 USD","31485","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1998","1998","1000 USD","107960","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1998","1998","1000 USD","41287","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","1999","1999","1000 USD","138966","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","1999","1999","1000 USD","33457","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2000","2000","1000 USD","148779","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2000","2000","1000 USD","32658","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2001","2001","1000 USD","131232","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2001","2001","1000 USD","20153","A","Official figure",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2002","2002","1000 USD","133608","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2002","2002","1000 USD","19106","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2003","2003","1000 USD","165689","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2003","2003","1000 USD","18731","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2004","2004","1000 USD","241282","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2004","2004","1000 USD","32596","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2005","2005","1000 USD","243124","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2005","2005","1000 USD","42307","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2006","2006","1000 USD","256848","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2006","2006","1000 USD","43407","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2007","2007","1000 USD","308961","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2007","2007","1000 USD","63930","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2008","2008","1000 USD","448940","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2008","2008","1000 USD","44152","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2009","2009","1000 USD","540666","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2009","2009","1000 USD","76309","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2010","2010","1000 USD","660829","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2010","2010","1000 USD","60874","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2011","2011","1000 USD","639096","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2011","2011","1000 USD","80548","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2012","2012","1000 USD","447757","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2012","2012","1000 USD","75547","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2013","2013","1000 USD","594109","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2013","2013","1000 USD","119987","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2014","2014","1000 USD","657149","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2014","2014","1000 USD","425182","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2015","2015","1000 USD","517528","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2015","2015","1000 USD","439486","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2016","2016","1000 USD","502933","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2016","2016","1000 USD","335348","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2017","2017","1000 USD","629168","X","Figure from external organization",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2017","2017","1000 USD","517428","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2018","2018","1000 USD","612148","X","Figure from external organization",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2018","2018","1000 USD","460032","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2019","2019","1000 USD","600063","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2019","2019","1000 USD","155937","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2020","2020","1000 USD","815892","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2020","2020","1000 USD","111415","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2021","2021","1000 USD","639043","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2021","2021","1000 USD","112492","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2022","2022","1000 USD","894235","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2022","2022","1000 USD","127750","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2023","2023","1000 USD","788102","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2023","2023","1000 USD","95924","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5622","Import value","1877","Primary wood and paper products (export/import)","2024","2024","1000 USD","549298","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1877","Primary wood and paper products (export/import)","2024","2024","1000 USD","109693","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5516","Production","1861","Roundwood","1961","1961","m3","38561496","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5916","Export quantity","1861","Roundwood","1961","1961","m3","732600","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1861","Roundwood","1961","1961","1000 USD","15341","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5516","Production","1861","Roundwood","1962","1962","m3","38773920","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5916","Export quantity","1861","Roundwood","1962","1962","m3","584900","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1861","Roundwood","1962","1962","1000 USD","12246","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5516","Production","1861","Roundwood","1963","1963","m3","43987660","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5916","Export quantity","1861","Roundwood","1963","1963","m3","666400","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1861","Roundwood","1963","1963","1000 USD","15059","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5516","Production","1861","Roundwood","1964","1964","m3","39666728","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5916","Export quantity","1861","Roundwood","1964","1964","m3","772800","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1861","Roundwood","1964","1964","1000 USD","17883","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5516","Production","1861","Roundwood","1965","1965","m3","40015148","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5916","Export quantity","1861","Roundwood","1965","1965","m3","585200","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5922","Export value","1861","Roundwood","1965","1965","1000 USD","13743","E","Estimated value",""
"FO","Forestry Production and Trade","566","Nigeria","5516","Production","1861","Roundwood","1966","1966","m3","40706936","E","Estimated value",""
