plot;trmt;tree;year;dia;ht;browse;dead;missing
6x6;CTRL;52;2013;19,20;184,0;1;0;0
6x6;CTRL;53;2013;16,80;89,0;1;0;0
6x6;CTRL;54;2013;18,40;103,0;1;0;0
6x6;CTRL;55;2013;10,90;77,0;1;0;0
6x6;CTRL;56;2013;7,60;36,0;1;0;0
6x6;CTRL;57;2013;8,20;64,0;1;0;0
6x6;CTRL;58;2013;8,80;58,0;1;0;0
6x6;CTRL;59;2013;14,20;72,0;1;0;0
6x6;CTRL;60;2013;6,10;72,0;1;0;0
6x6;CTRL;61;2013;0,00;0,0;0;1;0
6x6;CTRL;62;2013;4,20;35,0;1;0;0
6x6;CTRL;63;2013;0,00;0,0;0;0;1
6x6;CTRL;64;2013;8,00;59,0;1;0;0
6x6;CTRL;65;2013;9,80;61,0;1;0;0
6x6;CTRL;66;2013;7,90;70,0;1;0;0
6x6;CTRL;67;2013;13,30;81,0;1;0;0
6x6;CTRL;68;2013;12,20;86,0;1;0;0
6x6;CTRL;69;2013;15,30;109,0;1;0;0
6x6;CTRL;70;2013;7,80;47,0;1;0;0
6x6;CTRL;71;2013;10,90;85,0;1;0;0
6x6;CTRL;72;2013;10,60;60,0;1;0;0
6x6;CTRL;73;2013;11,80;126,0;1;0;0
6x6;CTRL;74;2013;6,10;37,0;0;0;0
6x6;CTRL;75;2013;8,00;56,0;1;0;0
6x6;CTRL;76;2013;9,90;88,0;1;0;0
6x6;CTRL;77;2013;0,00;0,0;0;0;1
6x6;CTRL;78;2013;6,00;33,0;1;0;1
6x6;CTRL;79;2013;0,00;0,0;0;0;1
6x6;CTRL;80;2013;0,00;0,0;0;1;0
