sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
4853;pms5003;3628;6.559;3.386;2024-03-01T00:00:39.896476+00:00;P2;29.67
4853;pms5003;3628;6.559;3.386;2024-03-01T00:00:39.896476+00:00;P1;30.67
4853;pms5003;3628;6.559;3.386;2024-03-01T00:00:39.896476+00:00;P0;21.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:00:53.392804+00:00;humidity;84.50
4854;DHT22;3628;6.559;3.386;2024-03-01T00:00:53.392804+00:00;temperature;31.50
4853;pms5003;3628;6.559;3.386;2024-03-01T00:01:47.310570+00:00;P2;27.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:01:47.310570+00:00;P1;32.33
4853;pms5003;3628;6.559;3.386;2024-03-01T00:01:47.310570+00:00;P0;20.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:02:02.303407+00:00;humidity;84.60
4854;DHT22;3628;6.559;3.386;2024-03-01T00:02:02.303407+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:02:53.783885+00:00;P2;31.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:02:53.783885+00:00;P1;33.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:02:53.783885+00:00;P0;22.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:03:09.711328+00:00;humidity;84.70
4854;DHT22;3628;6.559;3.386;2024-03-01T00:03:09.711328+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:04:01.176132+00:00;P2;32.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:04:01.176132+00:00;P1;36.50
4853;pms5003;3628;6.559;3.386;2024-03-01T00:04:01.176132+00:00;P0;23.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:04:15.206109+00:00;humidity;84.70
4854;DHT22;3628;6.559;3.386;2024-03-01T00:04:15.206109+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:05:09.205034+00:00;P2;26.50
4853;pms5003;3628;6.559;3.386;2024-03-01T00:05:09.205034+00:00;P1;28.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:05:09.205034+00:00;P0;19.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:05:24.746100+00:00;humidity;84.70
4854;DHT22;3628;6.559;3.386;2024-03-01T00:05:24.746100+00:00;temperature;31.50
4853;pms5003;3628;6.559;3.386;2024-03-01T00:06:16.786003+00:00;P2;29.33
4853;pms5003;3628;6.559;3.386;2024-03-01T00:06:16.786003+00:00;P1;34.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:06:16.786003+00:00;P0;20.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:06:30.765862+00:00;humidity;84.90
4854;DHT22;3628;6.559;3.386;2024-03-01T00:06:30.765862+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:07:38.014128+00:00;P2;31.50
4853;pms5003;3628;6.559;3.386;2024-03-01T00:07:38.014128+00:00;P1;33.50
4853;pms5003;3628;6.559;3.386;2024-03-01T00:07:38.014128+00:00;P0;20.50
4854;DHT22;3628;6.559;3.386;2024-03-01T00:08:00.585433+00:00;humidity;84.80
4854;DHT22;3628;6.559;3.386;2024-03-01T00:08:00.585433+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:08:57.933572+00:00;P2;26.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:08:57.933572+00:00;P1;29.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:08:57.933572+00:00;P0;20.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:09:28.123285+00:00;humidity;84.80
4854;DHT22;3628;6.559;3.386;2024-03-01T00:09:28.123285+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:10:06.376993+00:00;P2;24.60
4853;pms5003;3628;6.559;3.386;2024-03-01T00:10:06.376993+00:00;P1;28.80
4853;pms5003;3628;6.559;3.386;2024-03-01T00:10:06.376993+00:00;P0;19.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:10:26.449308+00:00;humidity;85.10
4854;DHT22;3628;6.559;3.386;2024-03-01T00:10:26.449308+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:11:17.548872+00:00;P2;28.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:11:17.548872+00:00;P1;29.33
4853;pms5003;3628;6.559;3.386;2024-03-01T00:11:17.548872+00:00;P0;18.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:11:31.164304+00:00;humidity;84.90
4854;DHT22;3628;6.559;3.386;2024-03-01T00:11:31.164304+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:12:22.060997+00:00;P2;28.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:12:22.060997+00:00;P1;32.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:12:22.060997+00:00;P0;19.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:12:35.557873+00:00;humidity;85.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:12:35.557873+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:13:26.558246+00:00;P2;28.75
4853;pms5003;3628;6.559;3.386;2024-03-01T00:13:26.558246+00:00;P1;30.75
4853;pms5003;3628;6.559;3.386;2024-03-01T00:13:26.558246+00:00;P0;18.75
4854;DHT22;3628;6.559;3.386;2024-03-01T00:13:39.978934+00:00;humidity;85.10
4854;DHT22;3628;6.559;3.386;2024-03-01T00:13:39.978934+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:14:30.942320+00:00;P2;28.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:14:30.942320+00:00;P1;31.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:14:30.942320+00:00;P0;20.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:14:44.197950+00:00;humidity;85.10
4854;DHT22;3628;6.559;3.386;2024-03-01T00:14:44.197950+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:15:37.778251+00:00;P2;28.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:15:37.778251+00:00;P1;28.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:15:37.778251+00:00;P0;19.75
4854;DHT22;3628;6.559;3.386;2024-03-01T00:15:50.920373+00:00;humidity;85.20
4854;DHT22;3628;6.559;3.386;2024-03-01T00:15:50.920373+00:00;temperature;31.30
4853;pms5003;3628;6.559;3.386;2024-03-01T00:16:41.881621+00:00;P2;30.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:16:41.881621+00:00;P1;34.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:16:41.881621+00:00;P0;20.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:16:55.306490+00:00;humidity;85.20
4854;DHT22;3628;6.559;3.386;2024-03-01T00:16:55.306490+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:17:46.929544+00:00;P2;29.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:17:46.929544+00:00;P1;30.67
4853;pms5003;3628;6.559;3.386;2024-03-01T00:17:46.929544+00:00;P0;20.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:18:01.588806+00:00;humidity;85.40
4854;DHT22;3628;6.559;3.386;2024-03-01T00:18:01.588806+00:00;temperature;31.30
4853;pms5003;3628;6.559;3.386;2024-03-01T00:18:53.595263+00:00;P2;26.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:18:53.595263+00:00;P1;31.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:18:53.595263+00:00;P0;18.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:19:06.818756+00:00;humidity;85.40
4854;DHT22;3628;6.559;3.386;2024-03-01T00:19:06.818756+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:19:58.160810+00:00;P2;27.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:19:58.160810+00:00;P1;29.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:19:58.160810+00:00;P0;18.00
4854;DHT22;3628;6.559;3.386;2024-03-01T00:20:11.476147+00:00;humidity;85.30
4854;DHT22;3628;6.559;3.386;2024-03-01T00:20:11.476147+00:00;temperature;31.40
4853;pms5003;3628;6.559;3.386;2024-03-01T00:21:07.643340+00:00;P2;26.00
4853;pms5003;3628;6.559;3.386;2024-03-01T00:21:07.643340+00:00;P1;28.67
4853;pms5003;3628;6.559;3.386;2024-03-01T00:21:07.643340+00:00;P0;20.00
